id,Neighbourhood or locality,location,Zip,Type,Subtype,Price,Transaction Type,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface,Garden,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Building condition
10531915,,auderghem,1160,house,house,730000,for sale,6.0,210  m² square meters,,,,,35  m²  square meters,,210  m²  square meters,210  m²  square meters,2.0,No,
10552685,,montignies-sur-sambre,6000,house,house,179000,for sale,3.0,133  m² square meters,Installed,No,,,30  m²  square meters,,,170  m²  square meters,3.0,No,Just renovated
10553906,,ransart,6043,house,house,189000,for sale,4.0,212  m² square meters,Installed,,,Yes,,,,585  m²  square meters,2.0,,To be done up
10552456,,gingelom%20-%20niel%20bij%20st-truiden,3890,house,house,250000,for sale,3.0,222  m² square meters,Installed,No,,Yes,,,,909  m²  square meters,4.0,No,To be done up
10553497,,erquelinnes,6560,house,mansion,285000,for sale,5.0,300  m² square meters,Installed,,1.0,,20  m²  square meters,,718  m²  square meters,900  m²  square meters,4.0,No,Good
10552766,,brugge,8000,house,house,299000,for sale,5.0,177  m² square meters,Installed,No,,Yes,,,,120  m²  square meters,2.0,,Good
10552646,,li%C3%A8ge,4000,house,house,339000,for sale,3.0,187  m² square meters,Installed,Yes,,,,,35  m²  square meters,130  m²  square meters,2.0,No,Just renovated
10552458,,marche-en-famenne,6900,house,house,345000,for sale,4.0,117  m² square meters,,No,,,49  m²  square meters,,550  m²  square meters,630  m²  square meters,3.0,,Good
10553302,,dinant,5500,house,villa,355000,for sale,4.0,291  m² square meters,Installed,,,,24  m²  square meters,,718  m²  square meters,874  m²  square meters,4.0,No,Good
10553528,,noorderwijk,2200,house,house,450000,for sale,3.0,199  m² square meters,Installed,,,,22  m²  square meters,Yes,,250  m²  square meters,3.0,,
10553527,,noorderwijk,2200,house,house,455000,for sale,3.0,199  m² square meters,Installed,,,,22  m²  square meters,Yes,,315  m²  square meters,3.0,,
10553178,,hasti%C3%A8re-par-del%C3%A0,5541,house,house,695000,for sale,5.0,355  m² square meters,Installed,,1.0,,22  m²  square meters,,1898  m²  square meters,2030  m²  square meters,4.0,,
10552446,,oudenaarde,9700,house,house,769000,for sale,3.0,191  m² square meters,,No,,Yes,,Yes,,6531  m²  square meters,4.0,No,To be done up
10553701,,forest,1190,house,apartment block,1090000,for sale,4.0,325  m² square meters,,No,,,30  m²  square meters,,100  m²  square meters,210  m²  square meters,2.0,No,
10554220,,herne,1540,house,exceptional property,1150000,for sale,5.0,480  m² square meters,Hyper equipped,,,,50  m²  square meters,,2000  m²  square meters,3050  m²  square meters,4.0,No,As new
10552599,,rhode-saint-genese,1640,house,house,2590000,for sale,5.0,590  m² square meters,Hyper equipped,No,,,100  m²  square meters,,1700  m²  square meters,1920  m²  square meters,4.0,Yes,As new
10546068,,couillet,6010,house,house,164900,for sale,4.0,176  m² square meters,,,,Yes,,,115  m²  square meters,245  m²  square meters,2.0,,
10557014,,wetteren,9230,house,house,265000,for sale,2.0,105  m² square meters,Installed,No,,,,,,90  m²  square meters,,No,Good
10559419,,spiere-helkijn,8587,house,house,325000,for sale,3.0,170  m² square meters,Installed,,1.0,,30  m²  square meters,,400  m²  square meters,598  m²  square meters,4.0,,Good
10215085,GRAND VERVIERS,heusy,4802,house,apartment block,349000,for sale,4.0,286  m² square meters,USA semi equipped,No,,,39  m²  square meters,,161  m²  square meters,239  m²  square meters,2.0,,Good
10556927,,zwijndrecht,2070,house,house,399000,for sale,3.0,170  m² square meters,Installed,No,1.0,Yes,,Yes,,310  m²  square meters,,,As new
10556898,,wondelgem,9032,house,house,439000,for sale,3.0,200  m² square meters,Installed,,,,,Yes,,243  m²  square meters,,No,As new
10562958,,lessines,7860,house,house,95000,for sale,4.0,84  m² square meters,,No,,,,Yes,,50  m²  square meters,2.0,No,To renovate
10562963,,ronse,9600,house,house,239000,for sale,3.0,146  m² square meters,,No,,Yes,,Yes,,150  m²  square meters,2.0,No,Just renovated
10564293,,brugge,8000,house,house,245000,for sale,4.0,140  m² square meters,,,,Yes,,,12  m²  square meters,89  m²  square meters,2.0,,Good
10563151,,farciennes,6240,house,apartment block,320000,for sale,6.0,,Semi equipped,,,,,,,,3.0,,Good
9678654,Mons,soignies,7062,house,house,320000,for sale,4.0,172  m² square meters,Installed,No,,,25  m²  square meters,,170  m²  square meters,342  m²  square meters,3.0,,
10563993,,dendermonde,9200,house,house,344000,for sale,3.0,179  m² square meters,,No,,Yes,,,,211  m²  square meters,2.0,Yes,As new
10542502,,erpe-mere,9420,house,house,348000,for sale,3.0,158  m² square meters,Hyper equipped,No,,Yes,,,,495  m²  square meters,2.0,No,As new
10515180,,martelange,6630,house,house,377000,for sale,3.0,146  m² square meters,USA installed,,,,70  m²  square meters,,180  m²  square meters,435  m²  square meters,3.0,,As new
10461855,,waregem,8792,house,house,385000,for sale,3.0,145  m² square meters,Hyper equipped,No,,Yes,,,,466  m²  square meters,4.0,No,As new
10542504,,erpe-mere,9420,house,house,385000,for sale,3.0,155  m² square meters,Hyper equipped,No,,Yes,,,,530  m²  square meters,3.0,No,As new
10542500,,erpe-mere,9420,house,house,385000,for sale,3.0,140  m² square meters,Hyper equipped,No,,Yes,,,,719  m²  square meters,3.0,No,As new
10479997,,beveren-waas,9120,house,house,395000,for sale,5.0,290  m² square meters,,,,,32  m²  square meters,,250  m²  square meters,410  m²  square meters,4.0,,As new
10526095,Gent en omstreken,gent%20sint-amandsberg,9040,house,house,402500,for sale,3.0,127  m² square meters,Installed,No,,,16  m²  square meters,,102  m²  square meters,240  m²  square meters,2.0,No,As new
10022816,,herenthout,2270,house,house,404050,for sale,3.0,126  m² square meters,Installed,,,Yes,,Yes,,276  m²  square meters,3.0,,
10526308,Oost- Vlaanderen,geraardsbergen%20ophasselt,9500,house,house,444000,for sale,3.0,168  m² square meters,Hyper equipped,,,,24  m²  square meters,,150  m²  square meters,543  m²  square meters,3.0,No,As new
10526309,Oost- Vlaanderen,geraardsbergen%20ophasselt,9500,house,house,447000,for sale,3.0,168  m² square meters,Hyper equipped,,,,24  m²  square meters,,150  m²  square meters,474  m²  square meters,3.0,,As new
10526311,Oost- Vlaanderen,geraardsbergen%20ophasselt,9500,house,house,449000,for sale,3.0,168  m² square meters,Hyper equipped,,,,24  m²  square meters,,150  m²  square meters,480  m²  square meters,3.0,No,As new
10437656,,desselgem,8792,house,house,461000,for sale,3.0,220  m² square meters,Not installed,,,Yes,,,,405  m²  square meters,4.0,,
10505022,,kortemark,8610,house,house,466981,for sale,4.0,137  m² square meters,,No,,,,,,496  m²  square meters,1.0,,As new
10547988,,ninove,9400,house,house,487000,for sale,4.0,272  m² square meters,Hyper equipped,No,,Yes,,,,538  m²  square meters,3.0,No,As new
10339585,,harelbeke,8530,house,house,490500,for sale,3.0,240  m² square meters,Not installed,,,Yes,,,,341  m²  square meters,4.0,,
10548136,,oosterzele,9860,house,house,498000,for sale,3.0,165  m² square meters,,,,Yes,,,,471  m²  square meters,4.0,,
10526312,Oost- Vlaanderen,geraardsbergen%20ophasselt,9500,house,house,549000,for sale,3.0,180  m² square meters,Hyper equipped,,,,36  m²  square meters,,200  m²  square meters,705  m²  square meters,4.0,,As new
10526101,Gent en omstreken,gent%20sint-amandsberg,9040,house,house,569000,for sale,4.0,183  m² square meters,Installed,No,,,14  m²  square meters,,242  m²  square meters,153  m²  square meters,3.0,No,As new
10417578,,beauvechain,1320,house,house,594000,for sale,3.0,200  m² square meters,USA hyper equipped,,,Yes,,Yes,,1288  m²  square meters,4.0,,
10563804,,halle,1500,house,house,599000,for sale,5.0,246  m² square meters,,No,,Yes,,,,1067  m²  square meters,4.0,,Good
10563803,,lembeek,1502,house,house,599000,for sale,5.0,246  m² square meters,,No,,Yes,,,,1067  m²  square meters,4.0,,Good
10564839,,oostkamp,8020,house,house,630000,for sale,4.0,626  m² square meters,,No,,,,,,1166  m²  square meters,4.0,No,Good
10566191,,knokke-heist,8300,house,house,1595000,for sale,5.0,336  m² square meters,,,,,20  m²  square meters,,728  m²  square meters,916  m²  square meters,4.0,,To renovate
10564013,,ixelles,1050,house,house,1790000,for sale,9.0,450  m² square meters,,,,,,,140  m²  square meters,275  m²  square meters,2.0,,To renovate
10522429,,antwerp,2000,house,apartment block,1800000,for sale,7.0,300  m² square meters,USA hyper equipped,,,Yes,,,,,2.0,No,As new
10567099,,brugge,8000,house,house,249000,for sale,3.0,,,,,,10  m²  square meters,,,56  m²  square meters,2.0,No,Good
10567198,,theux,4910,house,bungalow,380000,for sale,3.0,156  m² square meters,USA installed,,1.0,,100  m²  square meters,,1100  m²  square meters,1437  m²  square meters,4.0,No,Just renovated
7784764,,jodoigne,1370,house group,house group,290000 - 348000,for sale,,,,,,,,,,,,,
10183473,,chastre,1450,house group,house group,420062 - 458099,for sale,,,,,,,,,,,,,
10572122,,zwijndrecht,2070,house,house,319000,for sale,3.0,178  m² square meters,,No,,Yes,,Yes,,185  m²  square meters,,,Just renovated
10572021,,bredene,8450,house,house,379000,for sale,5.0,261  m² square meters,,,1.0,,1  m²  square meter,,119  m²  square meters,224  m²  square meters,2.0,No,Good
10571259,,overijse,3090,house,house,385000,for sale,3.0,108  m² square meters,,No,,,,,,424  m²  square meters,3.0,No,To renovate
10569796,,izegem,8870,house,house,400000,for sale,4.0,216  m² square meters,Installed,,,,,Yes,,762  m²  square meters,,No,To be done up
10571835,,oudenburg,8460,house,house,419000,for sale,4.0,201  m² square meters,Installed,No,,,,,,632  m²  square meters,4.0,No,Good
10571114,,riemst,3770,house,apartment block,495000,for sale,,279  m² square meters,,No,,,,,,212  m²  square meters,3.0,,Good
10495097,,aalst,9300,house,house,495000,for sale,4.0,230  m² square meters,Hyper equipped,,,,15  m²  square meters,,35  m²  square meters,270  m²  square meters,4.0,No,As new
10560225,,bachte-maria-leerne,9800,house,house,515000,for sale,4.0,192  m² square meters,Installed,No,,,23  m²  square meters,Yes,,,,No,
10576323,,saint-nicolas,4420,house,house,229000,for sale,4.0,155  m² square meters,,No,,Yes,,,200  m²  square meters,276  m²  square meters,2.0,,To be done up
10576822,,oudenaarde,9700,house,house,248000,for sale,3.0,237  m² square meters,,No,,Yes,,Yes,,291  m²  square meters,2.0,No,
10575876,,vielsalm,6690,house,house,330000,for sale,5.0,253  m² square meters,Installed,No,,,50  m²  square meters,,285  m²  square meters,480  m²  square meters,3.0,No,As new
10576120,,velaines,7760,house,house,379000,for sale,3.0,225  m² square meters,,,,,27  m²  square meters,,896  m²  square meters,3880  m²  square meters,4.0,,As new
10576100,,velaines,7760,house,house,379000,for sale,3.0,225  m² square meters,,,,,27  m²  square meters,,896  m²  square meters,3880  m²  square meters,4.0,,As new
10576028,Kempen/Limburg,westerlo,2260,house,house,425000,for sale,5.0,258  m² square meters,Hyper equipped,No,,,34  m²  square meters,,326  m²  square meters,934  m²  square meters,4.0,,
10576825,,deerlijk,8540,house,house,449000,for sale,3.0,220  m² square meters,,,,,,,,929  m²  square meters,4.0,,As new
10575954,,sint-martens-latem%20deurle,9831,house,house,595000,for sale,3.0,167  m² square meters,Installed,No,,Yes,,,,1447  m²  square meters,4.0,,To renovate
10576511,,namur,5100,house,exceptional property,899000,for sale,9.0,534  m² square meters,Installed,,1.0,,150  m²  square meters,,6000  m²  square meters,6244  m²  square meters,4.0,Yes,Good
10578105,,mechelen,2800,house,house,349000,for sale,2.0,129  m² square meters,,,,,,,,320  m²  square meters,,,Good
10578128,,balegem,9860,house,house,349000,for sale,3.0,175  m² square meters,,No,,Yes,,Yes,,628  m²  square meters,,No,To renovate
10578071,,rijmenam,2820,house,house,795000,for sale,4.0,300  m² square meters,Hyper equipped,,,Yes,,Yes,,2442  m²  square meters,,Yes,
10551954,,dilbeek,1700,house,house,449000,for sale,3.0,178  m² square meters,Installed,No,,,15  m²  square meters,,,389  m²  square meters,3.0,No,Good
10552074,,lochristi,9080,house,villa,655000,for sale,4.0,230  m² square meters,Hyper equipped,,1.0,,36  m²  square meters,,1030  m²  square meters,1187  m²  square meters,4.0,No,As new
10552020,Antwerpen,antwerp,2610,house,town house,850000,for sale,7.0,449  m² square meters,,No,,Yes,,,,472  m²  square meters,2.0,,To be done up
10552059,,halle,1500,house,house,1050000,for sale,5.0,349  m² square meters,,,,Yes,,,,3653  m²  square meters,4.0,Yes,Good
10552061,,pepingen,1670,house,house,1050000,for sale,5.0,349  m² square meters,,,,Yes,,,,3653  m²  square meters,4.0,Yes,Good
10555642,,liege,4020,house,house,149000,for sale,2.0,98  m² square meters,Installed,No,,,10  m²  square meters,,52  m²  square meters,135  m²  square meters,2.0,No,As new
10555329,,lombise,7870,house,house,165000,for sale,1.0,110  m² square meters,Semi equipped,,,,,Yes,,852  m²  square meters,2.0,,To renovate
10554522,,rijmenam,2820,house,house,340000,for sale,3.0,133  m² square meters,Installed,,1.0,,,,,1660  m²  square meters,,,To renovate
10554520,,putte,2580,house,house,349000,for sale,2.0,150  m² square meters,Installed,,,Yes,,,,1221  m²  square meters,,,To be done up
10554570,,betekom,3130,house,house,530000,for sale,6.0,370  m² square meters,,No,,,72  m²  square meters,,235  m²  square meters,570  m²  square meters,,No,To renovate
10554630,,vlezenbeek,1602,house,villa,675000,for sale,4.0,196  m² square meters,,,,Yes,,Yes,,1325  m²  square meters,,,As new
10562620,,roeselare,8800,house,house,159000,for sale,4.0,142  m² square meters,,,,,,Yes,,313  m²  square meters,2.0,,To renovate
10562065,,marche-en-famenne,6900,house,villa,265000,for sale,3.0,145  m² square meters,,No,,,52  m²  square meters,,534  m²  square meters,534  m²  square meters,1.0,,Good
10561229,,turnhout,2300,house,house,299000,for sale,3.0,142  m² square meters,Installed,,,,,,,130  m²  square meters,2.0,,Good
10561931,,aalst,9300,house,house,324999,for sale,3.0,167  m² square meters,Semi equipped,No,,,14  m²  square meters,Yes,,196  m²  square meters,,,To renovate
10561099,Haaltert,haaltert,9450,house,house,365000,for sale,4.0,280  m² square meters,Hyper equipped,,,,65  m²  square meters,,120  m²  square meters,327  m²  square meters,3.0,,As new
10561668,,chapois,5590,house,house,395000,for sale,4.0,180  m² square meters,,No,,,50  m²  square meters,,9906  m²  square meters,9906  m²  square meters,4.0,,Good
10562068,,marche-en-famenne,6900,house,villa,460000,for sale,5.0,285  m² square meters,,No,,,,,,3670  m²  square meters,1.0,,Good
10562633,,nodebais,1320,house,house,543000,for sale,4.0,181  m² square meters,Installed,,,,40  m²  square meters,,887  m²  square meters,887  m²  square meters,4.0,,
10469728,,sint-pieters-leeuw,1600,house,exceptional property,549000,for sale,5.0,345  m² square meters,Hyper equipped,No,1.0,,,Yes,,815  m²  square meters,,,
10566249,,colfontaine%20p%C3%83turages,7340,house,mansion,99000,for sale,7.0,450  m² square meters,Not installed,No,,,30  m²  square meters,,850  m²  square meters,1136  m²  square meters,4.0,,To renovate
10565601,,wondelgem,9032,house,house,219000,for sale,2.0,100  m² square meters,Installed,No,,,,,,57  m²  square meters,,No,Good
10565666,,eeklo,9900,house,house,259000,for sale,2.0,205  m² square meters,Semi equipped,No,,,,,50  m²  square meters,170  m²  square meters,,No,To be done up
10566311,,bal%C3%83tre,5190,house,house,260000,for sale,3.0,129  m² square meters,,,,,53  m²  square meters,,1638  m²  square meters,1804  m²  square meters,4.0,,To be done up
10566661,,langemark-poelkapelle,8920,house,house,275000,for sale,3.0,152  m² square meters,Installed,No,1.0,,,,,353  m²  square meters,3.0,,Good
10566472,,genval,1332,house,house,440000,for sale,4.0,190  m² square meters,Semi equipped,,,,30  m²  square meters,,280  m²  square meters,365  m²  square meters,3.0,No,
10565712,,leuven,3000,house,house,445000,for sale,2.0,70  m² square meters,,No,,,5  m²  square meters,Yes,,70  m²  square meters,,,As new
10565681,,gent,9000,house,house,495000,for sale,3.0,132  m² square meters,Installed,No,,,,Yes,,85  m²  square meters,,,Just renovated
10568078,,lo-reninge,8647,house,house,395000,for sale,5.0,358  m² square meters,Installed,No,,,,,580  m²  square meters,702  m²  square meters,4.0,No,To be done up
10569124,,nieuwpoort,8620,house,house,427000,for sale,4.0,210  m² square meters,Installed,No,,,,,191  m²  square meters,191  m²  square meters,2.0,No,Good
10567649,,waterloo,1410,house,house,875000,for sale,4.0,184  m² square meters,,No,,,,,,2157  m²  square meters,4.0,,Good
10568673,,ixelles,1050,house,apartment block,1100000,for sale,5.0,400  m² square meters,,No,,,10  m²  square meters,,,100  m²  square meters,2.0,,Good
10574878,,charleroi%20gosselies,6041,house,house,129000,for sale,2.0,138  m² square meters,Installed,No,,Yes,,,,160  m²  square meters,2.0,,Good
10572423,,geraardsbergen,9500,house,house,235000,for sale,4.0,136  m² square meters,USA installed,No,,,9  m²  square meters,,,136  m²  square meters,2.0,No,As new
10572715,,dendermonde,9200,house,house,265000,for sale,2.0,145  m² square meters,Hyper equipped,No,,Yes,,,,230  m²  square meters,3.0,,As new
10572228,,gent,9000,house,house,269900,for sale,4.0,149  m² square meters,Installed,No,,,,,,104  m²  square meters,2.0,,To renovate
10573943,,kapellen,2950,house,house,329000,for sale,2.0,110  m² square meters,Installed,No,,,,,200  m²  square meters,345  m²  square meters,,,Good
10575483,,gent,9000,house,house,369900,for sale,3.0,136  m² square meters,Installed,No,,,,Yes,,71  m²  square meters,2.0,,Good
10574930,,anh%C3%A9e,5537,house,house,395000,for sale,4.0,185  m² square meters,USA hyper equipped,,1.0,,20  m²  square meters,,,75  m²  square meters,4.0,No,To be done up
10572518,,affligem,1790,house,house,405000,for sale,3.0,179  m² square meters,Hyper equipped,No,,,20  m²  square meters,,75  m²  square meters,259  m²  square meters,3.0,,As new
10573530,,mettet,5644,house,villa,415000,for sale,4.0,224  m² square meters,,Yes,,,,,600  m²  square meters,1700  m²  square meters,1.0,,Good
10574519,,oostduinkerke,8670,house,villa,1395000,for sale,3.0,328  m² square meters,,,,,70  m²  square meters,Yes,,767  m²  square meters,4.0,,As new
10508644,,durbuy,6940,house,chalet,22500,for sale,,30  m² square meters,,No,,,,,,190  m²  square meters,4.0,,To be done up
9969472,,quaregnon,7390,house,house,50000,for sale,3.0,150  m² square meters,Installed,,,,,,170  m²  square meters,370  m²  square meters,3.0,,Good
10540027,,saint-sauveur,7912,house,villa,50000,for sale,3.0,148  m² square meters,Installed,,,,,,,1231  m²  square meters,4.0,,Good
10357560,,le%20roeulx,7070,house,house,75000,for sale,2.0,145  m² square meters,Not installed,,,,20  m²  square meters,,,,2.0,,To renovate
10407902,,binche,7130,house,house,80000,for sale,2.0,98  m² square meters,Semi equipped,,,,,,,230  m²  square meters,2.0,,To renovate
10490257,,dour,7370,house,house,80000,for sale,2.0,98  m² square meters,,,,,8  m²  square meters,,103  m²  square meters,210  m²  square meters,2.0,,To be done up
10474810,Liège,seraing,4100,house,house,89000,for sale,2.0,63  m² square meters,Installed,No,,,20  m²  square meters,,,44  m²  square meters,2.0,No,To be done up
10408626,,falisolle,5060,house,house,90000,for sale,2.0,85  m² square meters,Not installed,,,,,,,,2.0,,To renovate
10359870,,dour,7370,house,house,95000,for sale,3.0,215  m² square meters,,,,,20  m²  square meters,,152  m²  square meters,260  m²  square meters,3.0,,To renovate
10472368,,verviers,4800,house,house,99000,for sale,2.0,208  m² square meters,Semi equipped,No,,,100  m²  square meters,,,135  m²  square meters,2.0,No,To renovate
10521273,,jemelle,5580,house,house,99000,for sale,3.0,106  m² square meters,,No,,Yes,,,,270  m²  square meters,2.0,,To be done up
10477324,,frameries,7080,house,house,99000,for sale,2.0,100  m² square meters,Not installed,No,,,11  m²  square meters,,50  m²  square meters,170  m²  square meters,2.0,No,To renovate
10409643,,perk,1820,house,house,100000,for sale,4.0,240  m² square meters,Hyper equipped,,1.0,Yes,,,,751  m²  square meters,4.0,,Good
10527037,,koningshooikt,2500,house,house,100000,for sale,3.0,272  m² square meters,Hyper equipped,,1.0,Yes,,,,3301  m²  square meters,3.0,,
10482195,,manage,7170,house,house,105000,for sale,2.0,130  m² square meters,Semi equipped,,,,10  m²  square meters,,352  m²  square meters,352  m²  square meters,2.0,,To renovate
10467347,,liege,4000,house,house,110000,for sale,3.0,85  m² square meters,Semi equipped,No,,,,,,45  m²  square meters,2.0,No,To be done up
10377375,,trooz,4870,house,house,110000,for sale,2.0,93  m² square meters,Not installed,,,,5  m²  square meters,,,,2.0,,To renovate
9893549,Pepinster - Wegnez - Cornesse,pepinster,4860,house,mixed use building,114000,for sale,4.0,140  m² square meters,Semi equipped,Yes,,,,,,115  m²  square meters,2.0,No,To renovate
10529388,,villance,6890,house,house,114000,for sale,3.0,100  m² square meters,,No,,,,,,72  m²  square meters,3.0,,To be done up
10243984,Grand Liège,liege,4020,house,house,119000,for sale,2.0,115  m² square meters,,No,,,,,,70  m²  square meters,2.0,No,Good
10523092,,farciennes,6240,house,house,119000,for sale,3.0,120  m² square meters,Installed,No,,,10  m²  square meters,,100  m²  square meters,165  m²  square meters,2.0,No,To be done up
10515731,,havr%C3%A9,7021,house,house,120000,for sale,2.0,90  m² square meters,Semi equipped,,,Yes,,,,273  m²  square meters,3.0,,To be done up
10086521,,mouscron,7700,house,house,120000,for sale,2.0,118  m² square meters,Semi equipped,,,,15  m²  square meters,,85  m²  square meters,,2.0,,To be done up
10538336,,seraing%20jemeppesur-meuse,4101,house,house,125000,for sale,3.0,70  m² square meters,Semi equipped,No,,,,,,37  m²  square meters,3.0,No,Good
10501558,,couillet,6010,house,house,125000,for sale,2.0,84  m² square meters,Semi equipped,,,,,,,,3.0,,Good
10205653,,chapelle-%C3%A0-wattines,7903,house,country cottage,125000,for sale,3.0,118  m² square meters,,No,,,,,,1100  m²  square meters,4.0,,
10536250,,ronse,9600,house,house,129000,for sale,3.0,92  m² square meters,,No,,,,,10  m²  square meters,40  m²  square meters,2.0,No,As new
9533378,Verviers,verviers,4800,house,house,130000,for sale,5.0,150  m² square meters,Semi equipped,No,,Yes,,,,45  m²  square meters,2.0,No,To be done up
10326405,,charleroi%20jumet,6040,house,house,135000,for sale,3.0,140  m² square meters,Semi equipped,No,,,50  m²  square meters,,,310  m²  square meters,4.0,No,To renovate
10450500,,erquelinnes,6560,house,house,135000,for sale,4.0,283  m² square meters,Semi equipped,,,Yes,,,,310  m²  square meters,2.0,,To be done up
10458190,,marche-en-famenne,6900,house,house,135000,for sale,2.0,84  m² square meters,,No,,,10  m²  square meters,,,45  m²  square meters,2.0,,To be done up
10377812,,jemappes,7012,house,house,135000,for sale,2.0,157  m² square meters,,,,,,,,490  m²  square meters,2.0,,To be done up
10283340,,%C2%A9louges,7370,house,house,135000,for sale,4.0,131  m² square meters,,,,,12  m²  square meters,,209  m²  square meters,280  m²  square meters,2.0,,Good
10541177,,pepinster,4860,house,house,137500,for sale,4.0,130  m² square meters,Semi equipped,No,,,35  m²  square meters,,,65  m²  square meters,2.0,No,To be done up
10399903,Hainaut,la%20louviere,7110,house,house,139000,for sale,2.0,92  m² square meters,,No,,,20  m²  square meters,,84  m²  square meters,220  m²  square meters,2.0,,To be done up
10481530,Liège,seraing,4100,house,house,139500,for sale,3.0,115  m² square meters,Not installed,No,,,40  m²  square meters,,60  m²  square meters,210  m²  square meters,2.0,No,Good
10371684,,ans,4430,house,house,140000,for sale,4.0,,,,,,22  m²  square meters,,,110  m²  square meters,2.0,,To renovate
10524246,Grand Liège,seraing%20ougr%C3%A9e,4102,house,house,145000,for sale,3.0,131  m² square meters,Not installed,No,,,,,260  m²  square meters,90  m²  square meters,2.0,No,To be done up
10475482,,gilly,6060,house,house,145000,for sale,3.0,148  m² square meters,Semi equipped,,,,,,60  m²  square meters,120  m²  square meters,2.0,,
10441190,,la%20bouverie,7080,house,house,145000,for sale,3.0,120  m² square meters,Semi equipped,,,,,,,115  m²  square meters,2.0,,Good
10051469,,mouscron,7700,house,house,148000,for sale,3.0,109  m² square meters,Semi equipped,,,,,,31  m²  square meters,105  m²  square meters,2.0,,To be done up
10530549,,huy,4500,house,house,149000,for sale,2.0,90  m² square meters,Semi equipped,No,,Yes,,,,84  m²  square meters,3.0,,Good
10470392,,saint-g%C3%A9rard,5640,house,house,149000,for sale,1.0,57  m² square meters,,No,,,14  m²  square meters,,158  m²  square meters,210  m²  square meters,2.0,,Good
10493210,,aiseau,6250,house,apartment block,149000,for sale,5.0,250  m² square meters,Semi equipped,,,,,,,,3.0,,Good
10493209,,aiseau,6250,house,house,149000,for sale,5.0,250  m² square meters,Semi equipped,,,,,,,,3.0,,Good
10270525,,jumet,6040,house,house,149900,for sale,2.0,142  m² square meters,,,,,,,,180  m²  square meters,3.0,,
10522825,,bruyelle,7641,house,house,149900,for sale,4.0,151  m² square meters,Installed,No,,,20  m²  square meters,,,380  m²  square meters,2.0,,Just renovated
10523274,,tienen,3300,house,house,150000,for sale,2.0,132  m² square meters,Not installed,No,,,,,270  m²  square meters,349  m²  square meters,2.0,,To renovate
10488220,,jupille-sur-meuse,4020,house,house,150000,for sale,3.0,158  m² square meters,Installed,,,Yes,,,1000  m²  square meters,1161  m²  square meters,4.0,,To renovate
10453537,,seraing,4100,house,house,150000,for sale,3.0,,,,,,,,,74  m²  square meters,2.0,,To be done up
10297083,,saint-nicolas,4420,house,house,150000,for sale,2.0,70  m² square meters,Installed,No,,,,,,50  m²  square meters,2.0,,Good
10308333,,anderlues,6150,house,house,150000,for sale,3.0,147  m² square meters,Semi equipped,,,,,,,300  m²  square meters,3.0,,To renovate
10375001,,p%C3%89ronnes-lez-binche,7134,house,house,150000,for sale,3.0,209  m² square meters,Not installed,,,,30  m²  square meters,,,180  m²  square meters,2.0,,Good
9522939,,fl%C3%A9malle,4400,house,house,154000,for sale,3.0,104  m² square meters,Installed,No,,,,,45  m²  square meters,100  m²  square meters,,,To be done up
10428526,,jumet,6040,house,house,155000,for sale,3.0,127  m² square meters,Semi equipped,No,,,30  m²  square meters,,200  m²  square meters,300  m²  square meters,3.0,No,To be done up
10473755,,binche,7130,house,house,155000,for sale,2.0,98  m² square meters,Installed,,,Yes,,,,60  m²  square meters,2.0,,Just renovated
10424093,,manage,7170,house,house,155000,for sale,2.0,157  m² square meters,Semi equipped,,,,12  m²  square meters,,80  m²  square meters,190  m²  square meters,2.0,No,Just renovated
10538128,Regio Tienen,landen%20ezemaal,3400,house,house,159000,for sale,3.0,155  m² square meters,,No,,,5  m²  square meters,,130  m²  square meters,275  m²  square meters,2.0,No,To renovate
10313478,,liege,4000,house,house,159000,for sale,2.0,80  m² square meters,Installed,No,,,9  m²  square meters,,41  m²  square meters,119  m²  square meters,2.0,,Good
10324365,,charleroi%20jumet,6040,house,house,159000,for sale,2.0,100  m² square meters,Installed,No,,Yes,,,,211  m²  square meters,2.0,,Good
10451238,,trazegnies,6183,house,house,159000,for sale,3.0,192  m² square meters,Semi equipped,Yes,,,,,200  m²  square meters,345  m²  square meters,3.0,,To renovate
10460352,,marche-en-famenne,6900,house,house,159000,for sale,3.0,125  m² square meters,,No,,,,,110  m²  square meters,110  m²  square meters,2.0,,Good
10500177,,mouscron,7700,house,house,159000,for sale,2.0,94  m² square meters,Installed,,,,,,80  m²  square meters,162  m²  square meters,2.0,,Good
10455498,Liège,liege,4020,house,house,160000,for sale,4.0,156  m² square meters,Installed,No,,,36  m²  square meters,,116  m²  square meters,243  m²  square meters,3.0,No,To be done up
10455497,Liège,seraing,4100,house,house,160000,for sale,3.0,90  m² square meters,Semi equipped,No,,,,,360  m²  square meters,410  m²  square meters,3.0,No,Good
10110567,,wanferc%C3%A9e-baulet,6224,house,house,160000,for sale,2.0,69  m² square meters,Semi equipped,,,,,,,,2.0,,Good
10536892,,ghlin,7011,house,house,160000,for sale,4.0,158  m² square meters,,,,,23  m²  square meters,,134  m²  square meters,245  m²  square meters,3.0,,Good
10425589,,lendelede,8860,house,house,160000,for sale,4.0,118  m² square meters,,No,,,,Yes,,190  m²  square meters,2.0,No,To be done up
